TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD,WITHDRAWAL AMT,DEPOSIT AMT
TRX20220328124210,3-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,212.0,
TRX20220328124211,3-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,753.0,
TRX20220328124212,3-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,726.0,
TRX20220328124213,4-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,812.0,
TRX20220328124214,4-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,731.0,
TRX20220328124215,4-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,96.0,
TRX20220328124216,4-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,572.0,
TRX20220328124217,4-Mar-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328124218,4-Mar-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,80.0,
TRX20220328124219,5-Mar-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,20000.0
TRX20220328124220,5-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,417.0,
TRX20220328124221,5-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,126.0,
TRX20220328124222,6-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,514.0,
TRX20220328124223,6-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,309.0,
TRX20220328124224,6-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,664.0,
TRX20220328124225,7-Mar-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,1100.0,
TRX20220328124226,7-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,875.0,
TRX20220328124227,7-Mar-24,Salary,Monthly salary,Income/Salary,Bank transfer,,5400.0
TRX20220328124228,8-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,433.0,
TRX20220328124229,8-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,8130.0
TRX20220328124230,8-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1200.0
TRX20220328124231,8-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1500.0
TRX20220328124232,8-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1800.0
TRX20220328124233,8-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,578.0,
TRX20220328124234,8-Mar-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,20000.0
TRX20220328124235,8-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,812.0,
TRX20220328124236,8-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,633.0,
TRX20220328124237,8-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,992.0,
TRX20220328124238,9-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,667.0
TRX20220328124239,9-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220328124240,9-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,294.0,
TRX20220328124241,9-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,611.0,
TRX20220328124242,9-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,948.0,
TRX20220328124243,9-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,326.0,
TRX20220328124244,9-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,807.0,
TRX20220328124245,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,752.0,
TRX20220328124246,9-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,208.0,
TRX20220328124247,9-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,635.0,
TRX20220328124248,9-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,372.0,
TRX20220328124249,9-Mar-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,1100.0,
TRX20220328124250,9-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,736.0,
TRX20220328124251,9-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,65.0,
TRX20220328124252,9-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,610.0,
TRX20220328124253,9-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,58.0,
TRX20220328124254,9-Mar-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,4000.0
TRX20220328124255,10-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,394.0,
TRX20220328124256,10-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,98.0,
TRX20220328124257,10-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,327.0,
TRX20220328124258,10-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,697.0,
TRX20220328124259,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,916.0,
TRX20220328124260,10-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,531.0,
TRX20220328124261,10-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,767.0,
TRX20220328124262,10-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,212.0,
TRX20220328124263,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,806.0,
TRX20220328124264,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,745.0,
TRX20220328124265,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,898.0,
TRX20220328124266,10-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,118.0,
TRX20220328124267,10-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,572.0,
TRX20220328124268,11-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,896.0,
TRX20220328124269,11-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,347.0,
TRX20220328124270,11-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,66.0,
TRX20220328124271,11-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,803.0,
TRX20220328124272,11-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,645.0,
TRX20220328124273,11-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,157.0,
TRX20220328124274,11-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,812.0,
TRX20220328124275,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,436.0,
TRX20220328124276,11-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,589.0,
TRX20220328124277,11-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,785.0,
TRX20220328124278,11-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,726.0,
TRX20220328124279,11-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,333.0,
TRX20220328124280,11-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,684.0,
TRX20220328124281,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,12.0,
TRX20220328124282,11-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,889.0,
TRX20220328124283,11-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220328124284,11-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,28.0,
TRX20220328124285,11-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,47.0,
TRX20220328124286,11-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,673.0,
TRX20220328124287,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,309.0,
TRX20220328124288,11-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,137.0,
TRX20220328124289,11-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,28.0,
TRX20220328124290,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,194.0,
TRX20220328124291,11-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220328124292,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,921.0,
TRX20220328124293,12-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,538.0,
TRX20220328124294,12-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,49.0,
TRX20220328124295,12-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,764.0,
TRX20220328124296,12-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,289.0,
TRX20220328124297,12-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,910.0,
TRX20220328124298,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,512.0,
TRX20220328124299,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,741.0,
TRX20220328124300,12-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,89.0,
TRX20220328124301,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,57.0,
TRX20220328124302,13-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220328124303,13-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,785.0,
TRX20220328124304,13-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,233.0,
TRX20220328124305,13-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,692.0,
TRX20220328124306,13-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,411.0,
TRX20220328124307,13-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560.0,
TRX20220328124308,13-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,173.0,
TRX20220328124309,13-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,644.0,
TRX20220328124310,13-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,333.0,
TRX20220328124311,13-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,4.94,
TRX20220328124312,13-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,572.0,
TRX20220328124313,13-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,905.0,
TRX20220328124314,13-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,978.16,
TRX20220328124315,13-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
TRX20220328124316,13-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,42.0,
TRX20220328124317,13-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,673.0,
TRX20220328124318,13-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,433.0,
TRX20220328124319,14-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,57.0,
TRX20220328124320,14-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,896.0,
TRX20220328124321,14-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,698.0,
TRX20220328124322,14-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,154.0,
TRX20220328124323,14-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,823.0,
TRX20220328124324,14-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,377.0,
TRX20220328124325,14-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,221.0,
TRX20220328124326,14-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,936.68,
TRX20220328124327,14-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,365.0,
TRX20220328124328,14-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,249.0,
TRX20220328124329,14-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,178.0,
TRX20220328124330,15-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,418.0,
TRX20220328124331,15-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,309.0,
TRX20220328124332,15-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,687.0,
TRX20220328124333,15-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,214.0,
TRX20220328124334,15-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,831.0,
TRX20220328124335,15-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,442.0,
TRX20220328124336,15-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,766.0,
TRX20220328124337,15-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,283.0,
TRX20220328124338,15-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,625.0,
TRX20220328124339,15-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,176.0,
TRX20220328124340,15-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,938.0,
TRX20220328124341,15-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,366.0,
TRX20220328124342,15-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,326.0,
TRX20220328124343,15-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,771.0,
TRX20220328124344,15-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,41.0,
TRX20220328124345,15-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,28.0,
TRX20220328124346,15-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,821.0,
TRX20220328124347,15-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,237.0,
TRX20220328124348,15-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,504.0,
TRX20220328124349,16-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,498.0,
TRX20220328124350,16-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,632.0,
TRX20220328124351,16-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,311.0,
TRX20220328124352,16-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,879.0,
TRX20220328124353,16-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,98.0,
TRX20220328124354,16-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,741.0,
TRX20220328124355,16-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,209.0,
TRX20220328124356,16-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,644.0,
TRX20220328124357,16-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,875.0,
TRX20220328124358,16-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,276.0,
TRX20220328124359,16-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,289.0,
TRX20220328124360,16-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,89.0,
TRX20220328124361,16-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,372.0,
TRX20220328124362,16-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,365.0,
TRX20220328124363,17-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,537.0,
TRX20220328124364,17-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,692.0,
TRX20220328124365,17-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,184.0,
TRX20220328124366,17-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,853.0,
TRX20220328124367,17-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,731.82,
TRX20220328124368,17-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,884.0,
TRX20220328124369,18-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,419.0,
TRX20220328124370,18-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,237.0,
TRX20220328124371,18-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,101.0,
TRX20220328124372,18-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,372.0,
TRX20220328124373,18-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,771.0,
TRX20220328124374,19-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,596.0,
TRX20220328124375,19-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,627.0,
TRX20220328124376,19-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,348.0,
TRX20220328124377,19-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,812.0,
TRX20220328124378,19-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,367.0,
TRX20220328124379,19-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,644.0,
TRX20220328124380,20-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,259.0,
TRX20220328124381,20-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,396.0,
TRX20220328124382,20-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,532.0,
TRX20220328124383,20-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,417.0,
TRX20220328124384,21-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,863.0,
TRX20220328124385,21-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,914.0,
TRX20220328124386,21-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,741.0,
TRX20220328124387,21-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,309.0,
TRX20220328124388,22-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,884.0,
TRX20220328124389,22-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,325.0,
TRX20220328124390,22-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,433.0,
TRX20220328124391,22-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,57.0,
TRX20220328124392,22-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,324.0,
TRX20220328124393,23-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,781.0,
TRX20220328124394,23-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,657.0,
TRX20220328124395,23-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,429.0,
TRX20220328124396,23-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,538.0,
TRX20220328124397,24-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,845.0,
TRX20220328124398,24-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,629.0,
TRX20220328124399,24-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,848.0,
TRX20220328124400,24-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,49.0,
TRX20220328124401,25-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,372.0,
TRX20220328124402,25-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,900.0,
TRX20220328124403,25-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,754.0,
TRX20220328124404,25-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,593.0,
TRX20220328124405,25-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,812.0,
TRX20220328124406,25-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220328124407,26-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,416.0,
TRX20220328124408,26-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,829.0,
TRX20220328124409,26-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,297.0,
TRX20220328124410,26-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220328124411,26-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,56.0,
TRX20220328124412,26-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,593.0,
TRX20220328124413,26-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,382.68,
TRX20220328124414,26-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,810.0,
TRX20220328124415,26-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,892.0,
TRX20220328124416,26-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,599.0,
TRX20220328124417,27-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,712.0,
TRX20220328124418,27-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,194.0,
TRX20220328124419,27-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,509.0,
TRX20220328124420,27-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,299.0,
TRX20220328124421,27-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,57.0,
TRX20220328124422,27-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,854.0,
TRX20220328124423,27-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,42.0,
TRX20220328124424,28-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,910.0,
TRX20220328124425,28-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,384.0,
TRX20220328124426,28-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,238.0,
TRX20220328124427,28-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,97.0,
TRX20220328124428,28-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,599.0,
TRX20220328124429,29-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,771.0,
TRX20220328124430,29-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,442.0,
TRX20220328124431,29-Mar-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,689.0,
TRX20220328124432,29-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,315.0,
TRX20220328124433,29-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,587.0,
TRX20220328124434,29-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,896.0,
TRX20220328124435,29-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,57.0,
TRX20220328124436,29-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,879.0,
TRX20220328124437,29-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,42.0,
TRX20220328124438,30-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,926.0,
TRX20220328124439,30-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,821.0,
TRX20220328124440,30-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,433.0,
TRX20220328124441,30-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,719.0,
TRX20220328124442,30-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,692.0,
TRX20220328124443,30-Mar-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,326.0,
TRX20220328124444,30-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,587.0,
TRX20220328124445,30-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,433.0,
TRX20220328124446,30-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,754.0,
TRX20220328124447,30-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,894.0,
TRX20220328124448,30-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220328124449,30-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,88.0,
